transaction_id,transaction_date,amount,vendor_id,department_id,bank_account_id,sector_type,purpose,payment_method,fraud_type,is_fraud
1333,27-02-2024,640368.99,302277356,103,6.49E+12,procurement,services,bank,none,0
1334,15-02-2023,200000,215885643,106,9.78E+12,procurement,goods,cash,none,0
1335,12-04-2024,876810.6,525373532,102,3.89E+12,procurement,goods,bank,none,0
1336,05-07-2023,75008.94,299902473,105,4.84E+12,spending,training,bank,none,0
1337,09-07-2023,71760.81,781238488,112,5.84E+12,spending,operations,bank,none,0
1338,22-08-2023,196176.44,525373532,102,3.89E+12,procurement,goods,bank,none,0
1339,17-08-2024,13235.07,550747587,108,2.74E+12,spending,maintenance,cash,none,0
1340,10-08-2023,200000,802143973,105,8.32E+12,procurement,infrastructure,cash,none,0
1341,03-05-2023,29862.6,811299771,102,7.63E+12,spending,maintenance,bank,none,0
1342,25-12-2023,37451.9,922795356,115,7.17E+12,welfare,benefit_transfer,bank,none,0
1343,02-05-2023,829841.75,775872064,114,2.99E+12,procurement,goods,bank,none,0
1344,10-09-2023,62327.05,116266656,113,7.89E+12,spending,maintenance,bank,none,0
1345,17-01-2023,200000,963181386,108,6.82E+12,procurement,goods,cash,none,0
1346,19-02-2023,81547.73,415842845,113,1.12E+12,spending,operations,bank,none,0
1347,26-04-2024,32651.38,835403067,113,2.54E+12,welfare,benefit_transfer,bank,none,0
1348,13-12-2023,240625.82,512050349,104,4.73E+12,procurement,infrastructure,bank,none,0
1349,17-05-2024,814780.94,657405272,107,7.95E+12,procurement,infrastructure,bank,none,0
1350,26-06-2023,703129.64,969349199,106,3.94E+12,procurement,services,bank,none,0
1351,31-12-2023,513861.09,798008398,111,1.35E+12,procurement,services,bank,none,0
1352,17-06-2024,71011.03,244521862,101,1.72E+12,spending,operations,bank,none,0
1353,20-10-2023,366985.55,132300933,110,3.79E+12,procurement,infrastructure,bank,none,0
1354,15-12-2023,14613.1,739345074,115,6.49E+12,welfare,aid,bank,none,0
1355,26-08-2024,86620.81,649657712,102,3.49E+12,spending,operations,bank,none,0
1356,23-10-2023,432487.76,304745829,104,4.49E+12,procurement,goods,bank,none,0
1357,19-12-2023,821672.85,798008398,111,1.35E+12,procurement,goods,bank,none,0
1358,29-07-2024,590904.33,503150545,114,6.81E+12,procurement,services,bank,none,0
1359,26-08-2024,398892.89,730699660,107,2.54E+12,procurement,goods,bank,none,0
1360,03-06-2024,371985.23,913939801,115,4.49E+12,procurement,infrastructure,bank,none,0
1361,27-04-2023,74374.7,802143973,105,8.32E+12,procurement,infrastructure,bank,shared_bank_account,1
1362,29-10-2024,49087.2,144968665,101,2.22E+12,spending,training,cash,none,0
1363,21-05-2023,352803.46,598145835,105,1.62E+12,procurement,services,bank,none,0
1364,18-05-2024,39972.91,832375074,115,1.17E+12,spending,operations,bank,none,0
1365,01-12-2024,171054.24,636627338,110,2.13E+12,procurement,infrastructure,bank,none,0
1366,04-04-2023,118759.89,290780434,102,4.84E+12,procurement,infrastructure,bank,none,0
1367,04-09-2024,136973.7,252251367,115,4.73E+12,procurement,goods,bank,none,0
1368,13-11-2023,38036.22,922795356,115,7.17E+12,welfare,subsidy,bank,none,0
1369,12-12-2023,450316.3,269107993,108,6.45E+12,procurement,services,bank,none,0
1370,07-05-2023,193442.4,579525745,106,7.49E+12,procurement,infrastructure,cash,none,0
1371,05-06-2024,503475.87,132300933,110,3.79E+12,procurement,goods,bank,none,0
1372,19-01-2024,614987.22,425774624,106,2.54E+12,procurement,infrastructure,bank,none,0
1373,07-08-2024,81560.2,573016686,115,4.34E+12,procurement,goods,bank,none,0
1374,11-04-2024,770956.65,515015750,107,8.32E+12,procurement,services,bank,none,0
1375,30-04-2024,311586.51,579525745,106,7.49E+12,procurement,services,bank,none,0
1376,09-05-2023,7430.5,938826497,106,2.62E+12,welfare,benefit_transfer,bank,none,0
1377,04-08-2023,217342.43,525373532,102,3.89E+12,procurement,services,bank,none,0
1378,26-07-2024,7091.03,585151261,110,9.43E+12,welfare,aid,bank,none,0
1379,24-06-2024,12095.95,585151261,110,9.43E+12,welfare,benefit_transfer,bank,none,0
1380,07-03-2024,77507.14,329245687,105,1.62E+12,spending,operations,bank,none,0
1381,03-02-2023,60921.31,824678204,105,7.47E+12,spending,operations,bank,none,0
1382,30-01-2024,686247.33,734537864,110,6.74E+12,procurement,goods,bank,none,0
1383,01-02-2024,150756.1,791183852,103,5.41E+12,spending,training,bank,none,0
1384,27-05-2024,514986.52,398675143,102,3.94E+12,procurement,infrastructure,bank,none,0
1385,14-03-2023,508546.22,364557047,112,4.94E+12,procurement,goods,bank,none,0
1386,19-11-2023,3485.73,599987952,104,3.80E+12,welfare,subsidy,bank,none,0
1387,13-04-2023,26225.45,585151261,110,9.43E+12,welfare,aid,bank,none,0
1388,05-12-2024,152927.43,529926020,106,2.49E+12,spending,training,bank,none,0
1389,09-07-2024,621109.99,215885643,106,9.78E+12,procurement,goods,bank,none,0
1390,15-11-2024,705032.06,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
1391,23-07-2023,271247.42,302277356,103,6.49E+12,procurement,services,bank,none,0
1392,08-02-2024,742363.26,599225355,107,1.78E+12,procurement,infrastructure,bank,none,0
1393,15-04-2024,192151.01,118136001,111,5.41E+12,procurement,goods,bank,repeated_vendor_pattern,1
1394,11-05-2023,28799.4,526731186,103,7.83E+12,welfare,aid,bank,none,0
1395,27-06-2023,35214.81,739345074,115,6.49E+12,welfare,benefit_transfer,bank,none,0
1396,22-07-2023,18446.39,138281881,106,5.95E+12,spending,maintenance,bank,none,0
1397,28-09-2024,200000,303905758,109,9.76E+12,procurement,goods,cash,none,0
1398,05-04-2023,16607.46,646390105,112,2.99E+12,welfare,aid,bank,none,0
1399,18-08-2024,475748.23,240624834,110,6.97E+12,procurement,goods,bank,none,0
1400,21-12-2023,879981.96,111762859,103,7.17E+12,procurement,goods,bank,none,0
1401,10-08-2024,341535.88,240624834,110,6.97E+12,procurement,infrastructure,bank,none,0
1402,05-10-2024,225678.67,197356745,112,6.45E+12,procurement,services,bank,none,0
1403,03-12-2023,773594.25,598145835,105,1.62E+12,procurement,infrastructure,bank,none,0
1404,07-09-2023,112770.9,811299771,102,7.63E+12,spending,maintenance,bank,none,0
1405,12-12-2024,764329.69,730699660,107,2.54E+12,procurement,goods,bank,none,0
1406,15-05-2023,566450.49,503150545,114,6.81E+12,procurement,goods,bank,none,0
1407,07-12-2023,681468.44,586399530,115,6.47E+12,procurement,goods,bank,none,0
1408,05-05-2023,156063.65,951452436,112,8.38E+12,spending,operations,bank,none,0
1409,09-08-2024,19218.34,704669395,112,1.78E+12,welfare,aid,bank,none,0
1410,20-11-2024,470095.23,364557047,112,4.94E+12,procurement,goods,bank,none,0
1411,10-08-2024,18241.27,926267959,109,6.74E+12,welfare,subsidy,bank,none,0
1412,25-09-2023,12130.74,832375074,115,1.17E+12,spending,training,bank,none,0
1413,09-03-2024,26015.52,299902473,105,4.84E+12,spending,training,bank,none,0
1414,18-03-2023,38617.16,704669395,112,1.78E+12,welfare,benefit_transfer,bank,none,0
1415,20-06-2024,6330.77,175401904,110,9.88E+12,welfare,subsidy,bank,none,0
1416,20-09-2023,525126.36,787507987,106,3.74E+12,procurement,services,bank,none,0
1417,21-07-2024,61526.44,364557047,112,4.94E+12,procurement,infrastructure,bank,none,0
1418,13-07-2024,52844.64,861174663,106,9.28E+12,procurement,services,bank,none,0
1419,28-02-2024,200000,304745829,104,4.49E+12,procurement,goods,cash,none,0
1420,23-05-2024,72666.18,100585120,108,2.31E+12,procurement,services,bank,none,0
1421,29-03-2024,25957.15,191255991,103,2.22E+12,welfare,benefit_transfer,bank,none,0
1422,20-07-2023,20382.28,599987952,104,3.80E+12,welfare,aid,bank,none,0
1423,22-10-2023,94447.28,963181386,108,6.82E+12,procurement,services,bank,none,0
1424,20-07-2024,197534.96,604644994,102,8.73E+12,procurement,services,bank,none,0
1425,12-04-2024,3208.25,835403067,113,2.54E+12,welfare,subsidy,bank,none,0
1426,05-08-2024,92602.59,164310053,111,8.92E+12,spending,maintenance,bank,none,0
1427,16-01-2023,13472.8,650705694,110,2.22E+12,welfare,benefit_transfer,bank,none,0
1428,14-09-2024,445888.16,163942516,109,1.62E+12,procurement,infrastructure,bank,none,0
1429,01-10-2023,812570.7,993032820,102,3.58E+12,procurement,infrastructure,bank,none,0
1430,16-09-2024,195411.67,138281881,106,5.95E+12,spending,training,bank,none,0
1431,19-02-2023,123660.65,144968665,101,2.22E+12,spending,operations,bank,none,0
1432,31-03-2023,207646.31,935487536,106,8.77E+12,procurement,goods,bank,none,0
1433,03-03-2023,22918.66,138281881,106,5.95E+12,spending,training,bank,none,0
1434,10-04-2024,13451.01,926267959,109,6.74E+12,welfare,subsidy,bank,none,0
1435,23-09-2023,69134.71,649657712,102,3.49E+12,spending,training,bank,none,0
1436,14-07-2024,8258.66,599987952,104,3.80E+12,welfare,subsidy,bank,none,0
1437,22-01-2024,25932.12,191255991,103,2.22E+12,welfare,subsidy,bank,none,0
1438,20-03-2023,29658.85,610846881,105,1.39E+12,welfare,subsidy,bank,none,0
1439,17-08-2024,93055.82,116106913,114,6.74E+12,spending,operations,bank,none,0
1440,26-08-2024,169542.31,700538584,106,3.74E+12,procurement,infrastructure,bank,none,0
1441,26-05-2024,64091.09,861174663,106,9.28E+12,procurement,services,bank,none,0
1442,30-11-2023,56983.82,885865426,105,9.14E+12,spending,operations,bank,none,0
1443,16-08-2023,25303.56,622722529,101,7.73E+12,spending,training,bank,none,0
1444,24-10-2024,369236,580418803,106,4.84E+12,procurement,infrastructure,bank,none,0
1445,11-08-2023,149202.19,529926020,106,2.49E+12,spending,training,bank,none,0
1446,24-04-2023,704979.62,913939801,115,4.49E+12,procurement,goods,bank,none,0
1447,18-02-2023,200000,861174663,106,9.28E+12,procurement,goods,cash,none,0
1448,16-11-2023,10143.32,299902473,105,4.84E+12,spending,training,bank,none,0
1449,05-01-2023,16744.17,178424325,112,2.55E+12,welfare,benefit_transfer,bank,none,0
1450,07-07-2023,460303.43,803087908,103,3.37E+12,procurement,services,bank,none,0
1451,08-03-2024,169627.02,645290415,114,3.58E+12,procurement,goods,bank,none,0
1452,31-10-2023,640602.78,803087908,103,3.37E+12,procurement,goods,bank,none,0
1453,25-09-2024,310376.49,372724777,114,2.38E+12,procurement,infrastructure,bank,none,0
1454,24-04-2024,779132.48,598145835,105,1.62E+12,procurement,infrastructure,bank,none,0
1455,29-01-2024,10503.13,824678204,105,7.47E+12,spending,operations,bank,none,0
1456,05-03-2024,766930.73,803087908,103,3.37E+12,procurement,services,bank,none,0
1457,15-01-2024,31779.82,131945878,110,1.62E+12,spending,maintenance,bank,none,0
1458,26-07-2023,26339.92,743835017,107,4.69E+12,spending,training,bank,none,0
1459,29-09-2023,133846.28,811299771,102,7.63E+12,spending,operations,bank,none,0
1460,11-10-2024,36488.05,938826497,106,2.62E+12,welfare,benefit_transfer,bank,none,0
1461,13-05-2023,763458.24,298277534,111,8.42E+12,procurement,services,bank,none,0
1462,03-09-2024,886167.37,636627338,110,2.13E+12,procurement,services,bank,none,0
1463,19-03-2024,35955.87,450354820,107,6.81E+12,welfare,subsidy,bank,none,0
1464,09-11-2023,12960.85,678417751,104,3.03E+12,welfare,subsidy,bank,none,0
1465,07-10-2023,186046.68,622722529,101,7.73E+12,spending,maintenance,bank,none,0
1466,07-08-2023,14337.01,536775340,102,7.67E+12,welfare,subsidy,bank,none,0
1467,16-02-2023,326540.45,398675143,102,3.94E+12,procurement,goods,bank,none,0
1468,03-10-2023,157761.88,667345069,105,1.62E+12,spending,maintenance,bank,none,0
1469,02-03-2024,4524.01,201064292,109,9.43E+12,welfare,subsidy,bank,none,0
1470,23-08-2023,132727.96,760955423,103,7.01E+12,spending,maintenance,bank,none,0
1471,10-12-2024,38102.58,610846881,105,1.39E+12,welfare,benefit_transfer,bank,none,0
1472,28-10-2023,7733.99,215752697,101,9.77E+12,welfare,subsidy,bank,none,0
1473,26-01-2023,247473.44,580418803,106,4.84E+12,procurement,services,bank,none,0
1474,06-03-2024,125808.66,573016686,115,4.34E+12,procurement,services,bank,none,0
1475,03-10-2023,513384.44,425774624,106,2.54E+12,procurement,goods,bank,none,0
1476,18-05-2023,630570.66,691919222,106,3.40E+12,procurement,goods,bank,none,0
1477,25-04-2024,200000,290780434,102,4.84E+12,procurement,services,cash,none,0
1478,17-12-2023,11131.91,610846881,105,1.39E+12,welfare,subsidy,bank,none,0
1479,04-09-2024,92747.51,803087908,103,3.37E+12,procurement,services,bank,none,0
1480,06-01-2024,98120.97,144968665,101,2.22E+12,spending,operations,bank,none,0
1481,22-01-2023,39496.56,450354820,107,6.81E+12,welfare,aid,bank,none,0
1482,12-05-2023,375811.05,734537864,110,6.74E+12,procurement,goods,bank,none,0
1483,26-10-2023,53279.81,622722529,101,7.73E+12,spending,operations,bank,none,0
1484,19-02-2023,722139.22,118136001,111,5.41E+12,procurement,goods,bank,none,0
1485,02-12-2023,19625.53,926267959,109,6.74E+12,welfare,benefit_transfer,bank,none,0
1486,07-02-2024,102260.57,398675143,102,3.94E+12,procurement,goods,bank,none,0
1487,29-10-2024,21492.52,938826497,106,2.62E+12,welfare,aid,bank,none,0
1488,14-05-2023,7986.84,926267959,109,6.74E+12,welfare,subsidy,bank,none,0
1489,21-07-2024,200000,100585120,108,2.31E+12,procurement,infrastructure,cash,none,0
1490,09-09-2023,513109.41,359784334,104,8.22E+12,procurement,services,bank,none,0
1491,26-02-2024,464365.83,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
1492,23-12-2023,77638.15,649657712,102,3.49E+12,spending,maintenance,bank,none,0
1493,18-04-2024,99113.7,364557047,112,4.94E+12,procurement,goods,cash,none,0
1494,13-01-2024,767854.47,503150545,114,6.81E+12,procurement,goods,bank,none,0
1495,12-12-2023,70356.56,104932521,101,1.17E+12,spending,operations,cash,none,0
1496,18-01-2023,36770.04,610846881,105,1.39E+12,welfare,subsidy,bank,none,0
1497,20-11-2024,124783.7,208497648,110,4.98E+12,spending,maintenance,bank,none,0
1498,08-12-2024,443513.82,604644994,102,8.73E+12,procurement,infrastructure,bank,none,0
1499,03-12-2023,642241.81,303905758,109,9.76E+12,procurement,goods,bank,none,0
1500,05-01-2024,59506.29,313127159,111,7.83E+12,spending,operations,bank,none,0
1501,25-04-2024,437739.46,303905758,109,9.76E+12,procurement,infrastructure,bank,none,0
1502,08-01-2024,534180.5,935487536,106,8.77E+12,procurement,goods,bank,none,0
1503,29-07-2024,312715.56,163942516,109,1.62E+12,procurement,services,bank,none,0
1504,16-10-2023,236383.08,372724777,114,2.38E+12,procurement,infrastructure,bank,none,0
1505,01-11-2023,32544.67,191255991,103,2.22E+12,welfare,subsidy,bank,none,0
1506,09-02-2024,167197.16,769079081,111,8.32E+12,spending,training,bank,none,0
1507,09-03-2024,20778.27,144968665,101,2.22E+12,spending,training,bank,none,0
1508,18-06-2023,163088.68,591054221,113,4.43E+12,procurement,services,bank,none,0
1509,22-05-2023,23324.82,116106913,114,6.74E+12,spending,operations,bank,none,0
1510,06-10-2024,557217.73,861174663,106,9.28E+12,procurement,services,bank,none,0
1511,06-10-2024,100372.08,734537864,110,6.74E+12,procurement,goods,bank,none,0
1512,16-10-2024,138885.47,529926020,106,2.49E+12,spending,training,bank,none,0
1513,10-09-2024,815060.33,412354604,110,5.26E+12,procurement,goods,bank,none,0
1514,23-07-2024,266620.55,118136001,111,5.41E+12,procurement,goods,bank,repeated_vendor_pattern,1
1515,20-01-2023,7387.96,913885616,110,7.79E+12,welfare,subsidy,bank,none,0
1516,21-08-2024,156070.91,313127159,111,7.83E+12,spending,maintenance,bank,none,0
1517,16-08-2024,89541.03,131945878,110,1.62E+12,spending,training,bank,none,0
1518,07-04-2023,198704.79,798008398,111,1.35E+12,procurement,goods,bank,none,0
1519,25-09-2023,455722.12,132300933,110,3.79E+12,procurement,infrastructure,bank,none,0
1520,27-02-2023,717377.33,389669334,113,2.70E+12,procurement,services,bank,none,0
1521,12-09-2023,20932.39,893404884,113,1.01E+12,welfare,aid,bank,none,0
1522,23-05-2023,876689.58,398675143,102,3.94E+12,procurement,goods,bank,none,0
1523,09-09-2024,23675.85,704669395,112,1.78E+12,welfare,aid,bank,none,0
1524,31-05-2024,61714.05,832375074,115,1.17E+12,spending,maintenance,bank,none,0
1525,01-08-2024,200000,701051017,108,1.01E+12,procurement,goods,cash,shared_bank_account,1
1526,11-09-2023,211811.87,163942516,109,1.62E+12,procurement,services,bank,none,0
1527,11-11-2023,806226.34,425774624,106,2.54E+12,procurement,services,bank,none,0
1528,15-07-2023,200000,645290415,114,3.58E+12,procurement,infrastructure,cash,none,0
1529,17-01-2023,296773.78,111762859,103,7.17E+12,procurement,infrastructure,bank,none,0
1530,26-05-2023,548896.01,860004799,113,8.54E+12,procurement,services,bank,none,0
1531,02-12-2023,86666.45,811299771,102,7.63E+12,spending,training,bank,none,0
1532,27-04-2023,162259.44,622722529,101,7.73E+12,spending,maintenance,bank,none,0
1533,24-05-2023,273401.04,118136001,111,5.41E+12,procurement,infrastructure,bank,none,0
1534,12-08-2024,32515.45,178424325,112,2.55E+12,welfare,benefit_transfer,bank,none,0
1535,13-06-2024,186067.73,434158799,108,2.22E+12,spending,maintenance,bank,none,0
1536,23-08-2023,90609.2,299902473,105,4.84E+12,spending,operations,bank,none,0
1537,18-08-2024,93736.69,969349199,106,3.94E+12,procurement,infrastructure,bank,none,0
1538,17-12-2023,737597.88,525373532,102,3.89E+12,procurement,infrastructure,bank,none,0
1539,28-05-2023,783205.97,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
1540,21-10-2024,15894.87,457111100,112,1.01E+12,welfare,benefit_transfer,bank,none,0
1541,09-08-2024,414226.75,913939801,115,4.49E+12,procurement,goods,bank,none,0
1542,21-01-2024,70137.83,313127159,111,7.83E+12,spending,maintenance,bank,none,0
1543,11-11-2023,36946.35,585738843,110,5.53E+12,spending,training,bank,none,0
1544,22-11-2023,284353.52,425774624,106,2.54E+12,procurement,infrastructure,bank,none,0
1545,19-06-2023,104289.7,649657712,102,3.49E+12,spending,operations,bank,none,0
1546,06-02-2024,849063.06,691919222,106,3.40E+12,procurement,infrastructure,bank,none,0
1547,11-03-2023,708516.07,215885643,106,9.78E+12,procurement,infrastructure,bank,none,0
1548,11-09-2024,70368.54,636627338,110,2.13E+12,procurement,goods,bank,none,0
1549,21-11-2024,8408.55,450354820,107,6.81E+12,welfare,aid,bank,none,0
1550,13-06-2024,794777.52,775872064,114,2.99E+12,procurement,goods,bank,none,0
1551,19-07-2024,29043.23,178424325,112,2.55E+12,welfare,benefit_transfer,bank,none,0
1552,19-02-2024,195988.01,585738843,110,5.53E+12,spending,training,bank,none,0
1553,17-08-2023,159821.74,824678204,105,7.47E+12,spending,training,bank,none,0
1554,18-03-2023,95446.37,769079081,111,8.32E+12,spending,training,cash,none,0
1555,10-02-2024,200000,118136001,111,5.41E+12,procurement,services,cash,repeated_vendor_pattern,1
1556,03-01-2023,561390.2,579525745,106,7.49E+12,procurement,infrastructure,bank,none,0
1557,01-11-2023,152669.43,299902473,105,4.84E+12,spending,operations,cash,none,0
1558,15-10-2023,72738.1,167822818,109,3.03E+12,procurement,goods,bank,repeated_vendor_pattern,1
1559,04-09-2023,139331.66,290780434,102,4.84E+12,procurement,goods,bank,none,0
1560,17-03-2024,171330.17,787507987,106,3.74E+12,procurement,infrastructure,bank,none,0
1561,04-02-2023,751463.5,438526335,114,7.01E+12,procurement,services,bank,none,0
1562,09-10-2024,536891.61,503150545,114,6.81E+12,procurement,goods,bank,none,0
1563,13-12-2023,22637.51,244521862,101,1.72E+12,spending,operations,bank,none,0
1564,18-10-2023,352795.36,118136001,111,5.41E+12,procurement,services,bank,none,0
1565,06-09-2023,842534.76,118136001,111,5.41E+12,procurement,infrastructure,bank,repeated_vendor_pattern,1
1566,27-01-2023,23410.03,610846881,105,1.39E+12,welfare,subsidy,bank,none,0
1567,05-01-2023,136638.56,781238488,112,5.84E+12,spending,training,cash,none,0
1568,08-12-2023,609969.41,860004799,113,8.54E+12,procurement,services,bank,none,0
1569,06-07-2023,229752.38,645290415,114,3.58E+12,procurement,infrastructure,bank,none,0
1570,04-02-2023,771013.04,598145835,105,1.62E+12,procurement,services,bank,none,0
1571,18-03-2023,33988.36,299902473,105,4.84E+12,spending,operations,bank,none,0
1572,25-09-2023,32129.25,536775340,102,7.67E+12,welfare,aid,bank,none,0
1573,21-07-2024,700187.43,438526335,114,7.01E+12,procurement,services,bank,repeated_vendor_pattern,1
1574,19-12-2023,266818.75,598145835,105,1.62E+12,procurement,services,bank,none,0
1575,27-12-2023,311399.09,860004799,113,8.54E+12,procurement,services,bank,none,0
1576,01-02-2024,20687.4,116106913,114,6.74E+12,spending,training,bank,none,0
1577,27-08-2023,23606.66,922795356,115,7.17E+12,welfare,aid,bank,none,0
1578,11-11-2024,284112.71,730699660,107,2.54E+12,procurement,services,bank,none,0
1579,05-04-2023,604548.52,309724730,113,4.94E+12,procurement,goods,bank,none,0
1580,29-04-2024,320949.38,302277356,103,6.49E+12,procurement,infrastructure,bank,none,0
1581,10-12-2023,108348.62,329245687,105,1.62E+12,spending,training,bank,none,0
1582,12-01-2024,81532.09,252251367,115,4.73E+12,procurement,goods,bank,none,0
1583,22-01-2023,615831.38,803087908,103,3.37E+12,procurement,services,bank,none,0
1584,06-04-2024,539919.34,389669334,113,2.70E+12,procurement,goods,bank,none,0
1585,08-08-2023,320969.81,691919222,106,3.40E+12,procurement,infrastructure,bank,none,0
1586,12-09-2023,480353.67,787507987,106,3.74E+12,procurement,infrastructure,bank,none,0
1587,19-03-2023,777677.69,132300933,110,3.79E+12,procurement,services,bank,none,0
1588,02-10-2024,200000,298277534,111,8.42E+12,procurement,goods,cash,none,0
1589,03-05-2023,10907.67,536775340,102,7.67E+12,welfare,aid,bank,none,0
1590,05-04-2024,225179.9,240624834,110,6.97E+12,procurement,services,bank,none,0
1591,27-08-2024,87076.96,309724730,113,4.94E+12,procurement,infrastructure,cash,none,0
1592,11-08-2024,816027.74,302277356,103,6.49E+12,procurement,goods,bank,none,0
1593,23-03-2024,59611.67,861174663,106,9.28E+12,procurement,goods,bank,none,0
1594,18-06-2024,735005.96,111762859,103,7.17E+12,procurement,goods,bank,none,0
1595,27-12-2023,327453.05,425774624,106,2.54E+12,procurement,infrastructure,bank,none,0
1596,12-12-2023,637774.57,412354604,110,5.26E+12,procurement,infrastructure,bank,none,0
1597,15-05-2024,640782.83,604644994,102,8.73E+12,procurement,services,bank,none,0
1598,10-07-2024,720630.5,163942516,109,1.62E+12,procurement,infrastructure,bank,none,0
1599,18-07-2023,509995.14,163942516,109,1.62E+12,procurement,services,bank,none,0
1600,10-12-2023,7240.33,678417751,104,3.03E+12,welfare,benefit_transfer,bank,none,0
1601,10-06-2024,285242.8,734537864,110,6.74E+12,procurement,goods,bank,none,0
1602,16-02-2024,187577.16,197356745,112,6.45E+12,procurement,services,bank,none,0
1603,24-10-2023,524808.16,503150545,114,6.81E+12,procurement,infrastructure,bank,none,0
1604,13-02-2024,264186.04,359784334,104,8.22E+12,procurement,services,bank,none,0
1605,06-08-2023,35199.74,325182357,112,8.32E+12,welfare,subsidy,bank,none,0
1606,04-02-2023,23954.39,201064292,109,9.43E+12,welfare,aid,bank,none,0
1607,23-10-2023,412862.04,309724730,113,4.94E+12,procurement,goods,bank,none,0
1608,26-06-2024,394412.67,580418803,106,4.84E+12,procurement,infrastructure,bank,none,0
1609,14-07-2024,800119.42,303905758,109,9.76E+12,procurement,goods,bank,none,0
1610,11-08-2024,136392.19,415842845,113,1.12E+12,spending,maintenance,bank,none,0
1611,26-04-2023,127387.71,131945878,110,1.62E+12,spending,operations,cash,none,0
1612,01-07-2024,874331.77,346601881,113,6.36E+12,procurement,infrastructure,bank,none,0
1613,15-01-2024,482151.33,598145835,105,1.62E+12,procurement,infrastructure,bank,none,0
1614,04-06-2024,684432.01,269107993,108,6.45E+12,procurement,goods,bank,none,0
1615,09-10-2023,26359.81,178424325,112,2.55E+12,welfare,benefit_transfer,bank,none,0
1616,05-10-2024,548175.07,215885643,106,9.78E+12,procurement,goods,bank,none,0
1617,15-03-2024,777803.31,515015750,107,8.32E+12,procurement,goods,bank,shared_bank_account,1
1618,01-11-2024,486133.31,645290415,114,3.58E+12,procurement,goods,bank,none,0
1619,26-08-2024,27782.21,646390105,112,2.99E+12,welfare,benefit_transfer,bank,none,0
1620,03-08-2023,6572.59,707997443,115,2.55E+12,welfare,benefit_transfer,bank,none,0
1621,27-09-2023,139724.73,138281881,106,5.95E+12,spending,training,cash,none,0
1622,17-01-2023,11811.82,191255991,103,2.22E+12,welfare,subsidy,bank,none,0
1623,12-09-2023,348191.05,425774624,106,2.54E+12,procurement,services,bank,none,0
1624,20-08-2024,802241.64,803087908,103,3.37E+12,procurement,services,bank,none,0
1625,02-01-2023,60629.63,811299771,102,7.63E+12,spending,training,bank,none,0
1626,22-03-2023,15949.53,610846881,105,1.39E+12,welfare,aid,bank,none,0
1627,22-09-2024,171979.67,951452436,112,8.38E+12,spending,maintenance,bank,none,0
1628,11-10-2023,756163.4,372724777,114,2.38E+12,procurement,services,bank,none,0
1629,16-01-2023,891158.01,118136001,111,5.41E+12,procurement,goods,bank,repeated_vendor_pattern,1
1630,15-03-2023,36501.01,938826497,106,2.62E+12,welfare,benefit_transfer,bank,none,0
1631,01-11-2023,436601.56,802143973,105,8.32E+12,procurement,infrastructure,bank,shared_bank_account,1
1632,18-04-2024,141623.56,550747587,108,2.74E+12,spending,operations,bank,none,0
1633,17-12-2023,10639.4,585151261,110,9.43E+12,welfare,subsidy,bank,none,0
1634,01-09-2023,64704.35,649657712,102,3.49E+12,spending,operations,bank,none,0
1635,01-08-2024,18751.11,893404884,113,1.01E+12,welfare,subsidy,bank,none,0
1636,14-09-2024,635280.82,734537864,110,6.74E+12,procurement,infrastructure,bank,none,0
1637,18-07-2023,173761.82,100585120,108,2.31E+12,procurement,goods,bank,none,0
1638,21-06-2024,315156.06,389669334,113,2.70E+12,procurement,goods,bank,none,0
1639,21-02-2024,395480.09,364557047,112,4.94E+12,procurement,goods,bank,none,0
1640,15-09-2024,784472.52,604644994,102,8.73E+12,procurement,goods,bank,none,0
1641,27-01-2024,135985.15,781238488,112,5.84E+12,spending,training,bank,none,0
1642,05-02-2024,590915.03,730699660,107,2.54E+12,procurement,goods,bank,none,0
1643,15-11-2023,35565.64,585151261,110,9.43E+12,welfare,aid,bank,none,0
1644,24-08-2023,3225.79,707997443,115,2.55E+12,welfare,benefit_transfer,bank,none,0
1645,27-07-2024,398469.94,304234562,115,1.64E+12,procurement,goods,bank,amount_inflation,1
1646,12-07-2023,200000,913939801,115,4.49E+12,procurement,goods,cash,none,0
1647,15-05-2024,67976.51,398675143,102,3.94E+12,procurement,goods,bank,none,0
1648,06-03-2023,164026.03,461735931,111,5.84E+12,spending,maintenance,bank,none,0
1649,07-11-2023,3126.99,935919667,105,9.49E+12,welfare,aid,bank,none,0
1650,20-10-2023,359256.34,304234562,115,1.64E+12,procurement,goods,bank,none,0
1651,09-04-2024,2733.98,893404884,113,1.01E+12,welfare,subsidy,bank,none,0
1652,21-08-2024,100363.98,550145315,115,3.40E+12,procurement,infrastructure,cash,none,0
1653,29-05-2023,10801.06,922795356,115,7.17E+12,welfare,aid,bank,none,0
1654,25-02-2023,27529.5,678417751,104,3.03E+12,welfare,subsidy,bank,none,0
1655,01-07-2023,28261.52,646390105,112,2.99E+12,welfare,benefit_transfer,bank,none,0
1656,31-01-2023,78106.68,461735931,111,5.84E+12,spending,operations,bank,none,0
1657,26-02-2024,39750.65,526731186,103,7.83E+12,welfare,subsidy,bank,none,0
